userId,month,date,sleep_start_time,sleep_end_time,sleep_min,sleep_efficiency,awaken_min,awaken_moments,cal_consume,active_cal,walks,distance,stairs,active_ratio,nap_total_freq,nap_total_time
3.0,5.0,29.0,1467.0,2006.0,487.0,0.9,52.0,25.0,2128.0,380.0,1631.0,1.13,0.0,0.09,0.0,0.0
3.0,5.0,30.0,1472.0,1890.0,361.0,0.86,57.0,24.0,2930.0,1293.0,11945.0,8.42,24.0,0.23,0.0,0.0
3.0,5.0,31.0,1510.0,1943.0,374.0,0.86,59.0,20.0,1723.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,6.0,1.0,1486.0,1979.0,436.0,0.88,57.0,30.0,2375.0,648.0,5983.0,4.15,6.0,0.12,0.0,0.0
3.0,6.0,2.0,1496.0,2005.0,448.0,0.88,61.0,29.0,2108.0,357.0,2345.0,1.67,0.0,0.08,0.0,0.0
3.0,6.0,3.0,1529.0,2040.0,472.0,0.92,39.0,28.0,1743.0,28.0,142.0,0.1,0.0,0.01,0.0,0.0
4.0,4.0,23.0,1596.0,2043.0,402.0,0.9,45.0,27.0,1542.0,546.0,9085.0,5.87,25.0,0.18,0.0,0.0
4.0,4.0,24.0,1656.0,1948.0,269.0,0.92,23.0,21.0,1599.0,614.0,9916.0,6.31,23.0,0.22,1.0,60.0
4.0,4.0,25.0,1728.0,2011.0,260.0,0.92,23.0,13.0,1649.0,676.0,12691.0,8.11,15.0,0.21,1.0,102.0
4.0,4.0,26.0,1773.0,2064.0,241.0,0.83,50.0,21.0,1774.0,837.0,11837.0,7.72,23.0,0.24,1.0,213.0
4.0,4.0,27.0,1599.0,2204.0,513.0,0.85,92.0,42.0,1197.0,103.0,1139.0,0.72,3.0,0.05,0.0,0.0
4.0,4.0,28.0,1776.0,2038.0,216.0,0.82,46.0,15.0,1411.0,379.0,6291.0,3.98,12.0,0.16,0.0,0.0
4.0,4.0,29.0,1692.0,1952.0,236.0,0.91,24.0,18.0,1597.0,610.0,10561.0,6.67,8.0,0.2,1.0,109.0
4.0,4.0,30.0,1735.0,2025.0,244.0,0.84,46.0,20.0,1510.0,494.0,7843.0,5.0,14.0,0.16,1.0,115.0
4.0,5.0,1.0,1630.0,1945.0,266.0,0.84,49.0,16.0,1486.0,446.0,7264.0,4.59,21.0,0.16,1.0,210.0
4.0,5.0,2.0,1708.0,2018.0,278.0,0.9,32.0,27.0,1468.0,434.0,7306.0,4.62,13.0,0.13,1.0,88.0
4.0,5.0,3.0,1735.0,2100.0,324.0,0.89,41.0,24.0,1666.0,712.0,10486.0,6.63,30.0,0.23,0.0,0.0
4.0,5.0,4.0,1772.0,2092.0,285.0,0.89,35.0,24.0,1601.0,622.0,9853.0,6.23,25.0,0.2,0.0,0.0
4.0,5.0,5.0,1750.0,1995.0,219.0,0.89,26.0,22.0,1436.0,416.0,5256.0,3.32,2.0,0.17,1.0,129.0
4.0,5.0,6.0,1703.84615385,2033.46153846,288.692307692,0.876923076923,40.9230769231,22.3076923077,1113.0,4.0,36.0,0.02,0.0,0.0,0.615384615385,78.9230769231
4.0,5.0,7.0,1352.0,2021.0,582.0,0.87,87.0,51.0,1112.0,7.0,97.0,0.06,0.0,0.0,0.0,0.0
4.0,5.0,8.0,1601.0,1932.0,295.0,0.89,36.0,24.0,1593.0,583.0,8742.0,5.57,19.0,0.26,0.0,0.0
4.0,5.0,9.0,1732.0,2016.0,256.0,0.9,28.0,22.0,1718.0,762.0,13393.0,8.56,24.0,0.22,1.0,195.0
4.0,5.0,10.0,1700.0,2033.0,289.0,0.87,44.0,24.0,1668.0,691.0,11780.0,7.54,20.0,0.25,0.0,0.0
4.0,5.0,11.0,1766.0,2090.0,278.0,0.86,46.0,22.0,1559.0,586.0,8286.0,5.34,5.0,0.22,1.0,78.0
4.0,5.0,12.0,1683.0,2330.0,578.0,0.89,69.0,53.0,1323.0,266.0,3686.0,2.33,7.0,0.1,1.0,78.0
4.0,5.0,13.0,1748.0,1955.0,187.0,0.9,20.0,10.0,1257.0,168.0,2549.0,1.61,3.0,0.08,0.0,0.0
4.0,5.0,14.0,1349.0,2044.0,585.0,0.84,110.0,50.0,1642.0,650.0,10274.0,6.73,19.0,0.19,1.0,92.0
4.0,5.0,15.0,1572.0,2032.0,399.0,0.87,61.0,39.0,1567.0,551.0,9127.0,5.77,17.0,0.24,0.0,0.0
4.0,5.0,16.0,1709.0,2043.0,283.0,0.85,51.0,32.0,1383.0,341.0,5190.0,3.28,6.0,0.12,0.0,0.0
4.0,5.0,17.0,1626.0,1941.0,271.0,0.86,44.0,28.0,1722.0,767.0,12015.0,7.59,19.0,0.24,0.0,0.0
4.0,5.0,18.0,1695.0,2194.0,442.0,0.89,57.0,32.0,1454.0,467.0,4810.0,3.09,2.0,0.2,1.0,117.0
4.0,5.0,19.0,1678.0,1943.0,236.0,0.89,29.0,15.0,1508.0,514.0,9666.0,6.11,8.0,0.18,0.0,0.0
4.0,5.0,20.0,1629.0,1939.0,264.0,0.85,46.0,22.0,1430.0,412.0,5288.0,3.34,9.0,0.15,1.0,96.0
4.0,5.0,21.0,1569.0,1943.0,331.0,0.89,43.0,25.0,1606.0,611.0,4733.0,3.12,9.0,0.17,1.0,89.0
4.0,5.0,22.0,1587.0,1940.0,324.0,0.92,29.0,22.0,1221.0,138.0,592.0,0.37,1.0,0.04,0.0,0.0
4.0,5.0,23.0,1938.0,2239.0,269.0,0.89,32.0,25.0,1493.0,471.0,9422.0,5.95,15.0,0.15,1.0,106.0
4.0,5.0,24.0,1786.0,2300.0,437.0,0.85,77.0,40.0,1222.0,123.0,1609.0,1.02,3.0,0.05,1.0,90.0
4.0,5.0,25.0,1798.0,2299.0,439.0,0.88,62.0,42.0,1360.0,314.0,4735.0,2.99,7.0,0.12,0.0,0.0
4.0,5.0,26.0,1737.0,2087.0,304.0,0.87,46.0,29.0,1196.0,95.0,724.0,0.46,0.0,0.05,0.0,0.0
4.0,5.0,27.0,1598.0,1948.0,289.0,0.83,61.0,23.0,1667.0,675.0,11424.0,7.22,8.0,0.2,0.0,0.0
4.0,5.0,28.0,1758.0,2019.0,234.0,0.9,27.0,28.0,1376.0,328.0,5500.0,3.48,11.0,0.12,1.0,128.0
4.0,5.0,29.0,1729.0,2055.0,288.0,0.88,38.0,27.0,1503.0,494.0,7863.0,4.97,15.0,0.16,1.0,65.0
4.0,5.0,30.0,1776.0,2166.0,337.0,0.86,53.0,28.0,1547.0,537.0,9102.0,5.85,21.0,0.17,0.0,0.0
4.0,5.0,31.0,1777.0,2243.0,369.0,0.79,97.0,29.0,1422.0,387.0,4963.0,3.18,9.0,0.14,0.0,0.0
4.0,6.0,1.0,1782.0,2212.0,373.0,0.87,57.0,41.0,1250.0,158.0,1956.0,1.24,0.0,0.07,0.0,0.0
4.0,6.0,2.0,1762.0,2201.0,362.0,0.82,77.0,31.0,1353.0,296.0,4645.0,2.94,8.0,0.1,0.0,0.0
4.0,6.0,3.0,1690.0206379,2064.23076923,325.4315197,0.872120075047,48.7786116323,27.4709193246,1415.0,368.0,5581.0,3.53,3.0,0.13,0.478424015009,54.607879925
