userId,month,date,sleep_start_time,sleep_end_time,sleep_min,sleep_efficiency,awaken_min,awaken_moments,cal_consume,active_cal,walks,distance,stairs,active_ratio,nap_total_freq,nap_total_time
7,5,27,1565,1803,199,0.8361,39,27,2679,1376,8980,6.13,5,0.2631,0,0
7,5,28,-1,-1,-1,-1,-1,-1,2758,1372,9094,6.29,22,0.2643,-1,-1
7,5,29,1514,1895,329,0.8635,52,35,2165,710,6232,4.35,13,0.1048,0,0
7,5,30,1532,1885,309,0.8754,44,38,2715,1425,14472,10.1,23,0.2717,0,0
7,5,31,1547,1879,283,0.8524,49,33,2089,676,4813,3.36,12,0.1507,1,73
7,6,1,1517,1849,287,0.8645,45,28,2269,876,8014,5.59,14,0.1896,0,0
7,6,2,1621,1872,209,0.8327,42,25,2543,1226,10159,7.04,12,0.2372,0,0
7,6,3,1551,1892,288,0.8446,53,35,1811,328,1604,1.08,4,0.0756,0,0
8,4,23,1383,1940,475,0.8528,82,37,1959,1066,11373,7.56,16,0.4475,0,0
8,4,24,1422,1893,410,0.8705,61,36,2183,1359,15202,10.11,9,0.5339,0,0
8,4,25,1476,1948,421,0.8919,51,33,2149,1278,14005,9.31,23,0.4546,0,0
8,4,26,1377,1943,532,0.9399,28,1,1838,884,7449,4.95,7,0.3664,0,0
8,4,27,1440,2098,633,0.962,25,1,1939,1005,9713,6.46,7,0.3955,0,0
8,4,28,1494,2139,565,0.876,80,47,1774,812,7057,4.69,10,0.3742,0,0
8,4,29,1462,1948,431,0.8868,55,35,1887,956,9991,6.64,15,0.4322,0,0
8,4,30,1399,1939,484,0.8963,56,40,1930,1040,10790,7.18,4,0.4126,0,0
8,5,1,1350,1944,548,0.9226,46,2,1930,1039,9534,6.34,8,0.4914,0,0
8,5,2,1437,1935,429,0.8614,69,36,2031,1184,12382,8.23,11,0.4797,0,0
8,5,3,1594,1998,357,0.8837,47,29,2114,1282,12546,8.34,8,0.4995,0,0
8,5,4,1506,2166,528,0.8,132,39,1898,970,8264,5.5,15,0.35,0,0
8,5,5,1499,2084,510,0.8718,75,46,2235,1379,12654,8.41,12,0.5365,0,0
8,5,6,1521,2048,448,0.8501,79,41,1756,799,6680,4.44,4,0.3586,0,0
8,5,7,1471,1896,366,0.8612,59,32,2219,1390,12312,8.19,22,0.5088,0,0
8,5,8,1397,1923,444,0.8441,82,35,2114,1282,12815,8.52,15,0.4724,0,0
8,5,9,1414,1935,447,0.858,74,46,1906,990,8498,5.65,18,0.3956,0,0
8,5,10,1403,1912,448,0.8802,61,38,2079,1211,12285,8.17,9,0.4674,0,0
8,5,11,1508,1976,395,0.844,73,38,2177,1342,12846,8.54,9,0.5097,1,122
8,5,12,1475,2049,484,0.8432,90,41,1710,710,7475,4.97,9,0.3081,0,0
8,5,13,1500,1894,348,0.8832,46,30,1989,1078,12559,8.35,14,0.4221,0,0
8,5,14,1467,1949,424,0.8797,58,46,1901,970,9838,6.54,15,0.34,0,0
8,5,15,1517,1949,354,0.8194,78,27,1897,968,10426,6.93,7,0.3691,0,0
8,5,16,1485,1953,400,0.8547,68,39,1956,1002,9081,6.04,14,0.3518,0,0
8,5,17,1419,1960,468,0.8651,73,39,1833,879,7193,4.78,9,0.3422,0,0
8,5,18,1535,2018,406,0.8406,77,38,2152,1286,12012,7.99,11,0.5056,0,0
8,5,19,1536,2113,506,0.8769,71,44,1869,928,9065,6.03,10,0.358,0,0
8,5,20,1453,1898,382,0.8584,63,33,1876,940,9990,6.64,7,0.3889,0,0
8,5,21,-1,-1,-1,-1,-1,-1,2047,1183,13447,8.94,16,0.4347,-1,-1
8,5,22,-1,-1,-1,-1,-1,-1,1172,0,0,0,0,0,-1,-1
